HR[REV]  970416[DATE]27052019
DR[MTI]0210[F2]   9704163100002381[F3]000000[SVC]    EC_PUR[TCC]04[F4]000017000000[RTA]000017000000[F49]704[F5]000017000000[F50]704[F9]00000000[F6]000000000000[RCA]000000000000[F51]704[F10]00000000[F11]152578[F12]182712[F13]0524[F15]0527[F18]7399[F22]000[F25]08[F41]00000313[ACQ]  725018[ISS]  970416[MID]      NAPASTEST[BNB]        [F102]                            [F103]                            [SVFISSNP]000000000000[IRFISSACQ]000000000000[IRFISSBNB]000000000000[SVFACQNP]000000000000[IRFACQISS]000000000000[IRFACQBNB]000000000000[SVFBNBNP]000000000000[IRFBNBISS]000000000000[IRFBNBACQ]000000000000[F37]   835568183[F38]791332[TRN]AAAD2QDOWNo0pQAA[RRC]0000[RSV1]                       NAPASTEST              152578                                                [RSV2]                                                                                                    [RSV3]                                                                                                    [CSR]8a38d57614bbe17470caefc24827745b
DR[MTI]0210[F2]   9704163100002381[F3]000000[SVC]    EC_PUR[TCC]04[F4]000016000000[RTA]000016000000[F49]704[F5]000016000000[F50]704[F9]00000000[F6]000000000000[RCA]000000000000[F51]704[F10]00000000[F11]152575[F12]182601[F13]0524[F15]0527[F18]7399[F22]000[F25]08[F41]00000313[ACQ]  725018[ISS]  970416[MID]      NAPASTEST[BNB]        [F102]                            [F103]                            [SVFISSNP]000000000000[IRFISSACQ]000000000000[IRFISSBNB]000000000000[SVFACQNP]000000000000[IRFACQISS]000000000000[IRFACQBNB]000000000000[SVFBNBNP]000000000000[IRFBNBISS]000000000000[IRFBNBACQ]000000000000[F37]   835568182[F38]791331[TRN]AAAD2QDOWNo0pQAA[RRC]0000[RSV1]                       NAPASTEST              152575                                                [RSV2]                                                                                                    [RSV3]                                                                                                    [CSR]c43f854e27a9ee19b4e9ec5054be3a33
DR[MTI]0210[F2]   9704163100002381[F3]000000[SVC]    EC_PUR[TCC]04[F4]000015000000[RTA]000015000000[F49]704[F5]000015000000[F50]704[F9]00000000[F6]000000000000[RCA]000000000000[F51]704[F10]00000000[F11]152572[F12]182453[F13]0524[F15]0527[F18]7399[F22]000[F25]08[F41]00000313[ACQ]  725018[ISS]  970416[MID]      NAPASTEST[BNB]        [F102]                            [F103]                            [SVFISSNP]000000000000[IRFISSACQ]000000000000[IRFISSBNB]000000000000[SVFACQNP]000000000000[IRFACQISS]000000000000[IRFACQBNB]000000000000[SVFBNBNP]000000000000[IRFBNBISS]000000000000[IRFBNBACQ]000000000000[F37]   835568181[F38]791330[TRN]AAAD2QDOWNo0pQAA[RRC]0000[RSV1]                       NAPASTEST              152572                                                [RSV2]                                                                                                    [RSV3]                                                                                                    [CSR]56f4dceed4357492876dbbf34c4f93b6
DR[MTI]0210[F2]   9704163100002381[F3]000000[SVC]    EC_PUR[TCC]04[F4]000010000000[RTA]000010000000[F49]704[F5]000010000000[F50]704[F9]00000000[F6]000000000000[RCA]000000000000[F51]704[F10]00000000[F11]152569[F12]182331[F13]0524[F15]0527[F18]7399[F22]000[F25]08[F41]00000313[ACQ]  725018[ISS]  970416[MID]      NAPASTEST[BNB]        [F102]                            [F103]                            [SVFISSNP]000000000000[IRFISSACQ]000000000000[IRFISSBNB]000000000000[SVFACQNP]000000000000[IRFACQISS]000000000000[IRFACQBNB]000000000000[SVFBNBNP]000000000000[IRFBNBISS]000000000000[IRFBNBACQ]000000000000[F37]   835568180[F38]791329[TRN]AAAD2QDOWNo0pQAA[RRC]0000[RSV1]                       NAPASTEST              152569                                                [RSV2]                                                                                                    [RSV3]                                                                                                    [CSR]a2e012ef273413d78569dfe87c9156f0
DR[MTI]0210[F2]   9704163100002381[F3]000000[SVC]    EC_PUR[TCC]04[F4]000010000000[RTA]000010000000[F49]704[F5]000010000000[F50]704[F9]00000000[F6]000000000000[RCA]000000000000[F51]704[F10]00000000[F11]152566[F12]182130[F13]0524[F15]0527[F18]7399[F22]000[F25]08[F41]00000313[ACQ]  725018[ISS]  970416[MID]      NAPASTEST[BNB]        [F102]                            [F103]                            [SVFISSNP]000000000000[IRFISSACQ]000000000000[IRFISSBNB]000000000000[SVFACQNP]000000000000[IRFACQISS]000000000000[IRFACQBNB]000000000000[SVFBNBNP]000000000000[IRFBNBISS]000000000000[IRFBNBACQ]000000000000[F37]   835568179[F38]791328[TRN]AAAD2QDOWNo0pQAA[RRC]0000[RSV1]                       NAPASTEST              152566                                                [RSV2]                                                                                                    [RSV3]                                                                                                    [CSR]ffa978f2e17fbb3882e5d88ef666ea39
DR[MTI]0210[F2]   9704163100002381[F3]000000[SVC]    EC_PUR[TCC]04[F4]000014000000[RTA]000014000000[F49]704[F5]000014000000[F50]704[F9]00000000[F6]000000000000[RCA]000000000000[F51]704[F10]00000000[F11]152563[F12]182023[F13]0524[F15]0527[F18]7399[F22]000[F25]08[F41]00000313[ACQ]  725018[ISS]  970416[MID]      NAPASTEST[BNB]        [F102]                            [F103]                            [SVFISSNP]000000000000[IRFISSACQ]000000000000[IRFISSBNB]000000000000[SVFACQNP]000000000000[IRFACQISS]000000000000[IRFACQBNB]000000000000[SVFBNBNP]000000000000[IRFBNBISS]000000000000[IRFBNBACQ]000000000000[F37]   835568178[F38]791327[TRN]AAAD2QDOWNo0pQAA[RRC]0000[RSV1]                       NAPASTEST              152563                                                [RSV2]                                                                                                    [RSV3]                                                                                                    [CSR]1e3881931e5e0b928ecd0c3d7148db19
DR[MTI]0210[F2]   9704163100002381[F3]000000[SVC]    EC_PUR[TCC]04[F4]000013000000[RTA]000013000000[F49]704[F5]000013000000[F50]704[F9]00000000[F6]000000000000[RCA]000000000000[F51]704[F10]00000000[F11]152560[F12]181905[F13]0524[F15]0527[F18]7399[F22]000[F25]08[F41]00000313[ACQ]  725018[ISS]  970416[MID]      NAPASTEST[BNB]        [F102]                            [F103]                            [SVFISSNP]000000000000[IRFISSACQ]000000000000[IRFISSBNB]000000000000[SVFACQNP]000000000000[IRFACQISS]000000000000[IRFACQBNB]000000000000[SVFBNBNP]000000000000[IRFBNBISS]000000000000[IRFBNBACQ]000000000000[F37]   835568177[F38]791326[TRN]AAAD2QDOWNo0pQAA[RRC]0000[RSV1]                       NAPASTEST              152560                                                [RSV2]                                                                                                    [RSV3]                                                                                                    [CSR]a9639d5f936a405aa0e85ad23e3f36ac
DR[MTI]0210[F2]   9704163100002381[F3]000000[SVC]    EC_PUR[TCC]04[F4]000012000000[RTA]000012000000[F49]704[F5]000012000000[F50]704[F9]00000000[F6]000000000000[RCA]000000000000[F51]704[F10]00000000[F11]152556[F12]181703[F13]0524[F15]0527[F18]7399[F22]000[F25]08[F41]00000313[ACQ]  725018[ISS]  970416[MID]      NAPASTEST[BNB]        [F102]                            [F103]                            [SVFISSNP]000000000000[IRFISSACQ]000000000000[IRFISSBNB]000000000000[SVFACQNP]000000000000[IRFACQISS]000000000000[IRFACQBNB]000000000000[SVFBNBNP]000000000000[IRFBNBISS]000000000000[IRFBNBACQ]000000000000[F37]   835568175[F38]791325[TRN]AAAD2QDOWNo0pQAA[RRC]0000[RSV1]                       NAPASTEST              152556                                                [RSV2]                                                                                                    [RSV3]                                                                                                    [CSR]5031ac517cd79ce492315439fcfcd5db
DR[MTI]0210[F2]   9704163100002381[F3]000000[SVC]    EC_PUR[TCC]04[F4]000011000000[RTA]000011000000[F49]704[F5]000011000000[F50]704[F9]00000000[F6]000000000000[RCA]000000000000[F51]704[F10]00000000[F11]152552[F12]181547[F13]0524[F15]0527[F18]7399[F22]000[F25]08[F41]00000313[ACQ]  725018[ISS]  970416[MID]      NAPASTEST[BNB]        [F102]                            [F103]                            [SVFISSNP]000000000000[IRFISSACQ]000000000000[IRFISSBNB]000000000000[SVFACQNP]000000000000[IRFACQISS]000000000000[IRFACQBNB]000000000000[SVFBNBNP]000000000000[IRFBNBISS]000000000000[IRFBNBACQ]000000000000[F37]   835568173[F38]791324[TRN]AAAD2QDOWNo0pQAA[RRC]0000[RSV1]                       NAPASTEST              152552                                                [RSV2]                                                                                                    [RSV3]                                                                                                    [CSR]1ee824468a66df3b9eb7f227d87288d3
DR[MTI]0210[F2]   9704163100002381[F3]000000[SVC]    EC_PUR[TCC]04[F4]000008000000[RTA]000008000000[F49]704[F5]000008000000[F50]704[F9]00000000[F6]000000000000[RCA]000000000000[F51]704[F10]00000000[F11]152545[F12]181302[F13]0524[F15]0527[F18]7399[F22]000[F25]08[F41]00000313[ACQ]  725018[ISS]  970416[MID]      NAPASTEST[BNB]        [F102]                            [F103]                            [SVFISSNP]000000000000[IRFISSACQ]000000000000[IRFISSBNB]000000000000[SVFACQNP]000000000000[IRFACQISS]000000000000[IRFACQBNB]000000000000[SVFBNBNP]000000000000[IRFBNBISS]000000000000[IRFBNBACQ]000000000000[F37]   835568170[F38]791322[TRN]AAAD2QDOWNo0pQAA[RRC]0000[RSV1]                       NAPASTEST              152545                                                [RSV2]                                                                                                    [RSV3]                                                                                                    [CSR]2cd2b1fed3192b854ac7a6254fd7703f
